                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 2.6397,                 1.9053,                  1.099,                 0.1923,                 0.1937,                0.15023,                0.04566,                   2.63,                 2.2242,                 1.1363,             0.00094085,             0.00094085,             0.00094085
                     24,                 2.5377,                 1.7944,                 1.0457,                0.24613,                0.28442,                0.24406,                0.08063,                 2.3842,                 1.7026,                 1.0715,             0.00090785,             0.00090785,             0.00090785
                     25,                 2.4893,                 1.7067,                 1.0375,                0.75247,                0.29616,                0.25084,                0.08468,                 2.3552,                 1.5932,                 1.0667,             0.00087484,             0.00087484,             0.00087484
                     26,                 2.5631,                 1.7343,                 1.0479,                0.77807,                0.31217,                0.27907,                0.10131,                 2.2373,                 1.5169,                 1.0357,             0.00084184,             0.00084184,             0.00084184
                     27,                  2.455,                 1.6529,                 1.0298,                0.79667,                0.32156,                  0.307,                0.11065,                 2.2315,                 1.4988,                 1.0263,             0.00080883,             0.00080883,             0.00080883
                     28,                 2.4184,                  1.676,                 1.0513,                0.86062,                0.34377,                 0.3726,                0.12459,                 2.3371,                 1.4759,                 1.0357,             0.00077582,             0.00077582,             0.00077582
                     29,                 2.4613,                 1.6081,                 1.0176,                0.86331,                 0.3489,                0.38051,                0.13722,                 2.2849,                 1.4558,                   1.02,             0.00074282,             0.00074282,             0.00074282
                     30,                 2.3977,                 1.5969,                 1.0239,                0.87696,                0.34899,                0.39718,                0.15902,                 2.1549,                 1.4385,                0.99287,             0.00070981,             0.00070981,             0.00070981
                     31,                 2.3022,                 1.6047,                 1.0136,                0.89033,                0.35646,                0.40867,                0.15706,                 2.2219,                  1.439,                 1.0019,              0.0006768,              0.0006768,              0.0006768
                     32,                 2.2697,                 1.5443,                0.99175,                0.88386,                0.37215,                0.40939,                0.14601,                 2.3171,                 1.4595,                  1.016,              0.0006438,              0.0006438,              0.0006438
                     33,                 2.2889,                 1.5078,                 1.0313,                 0.8899,                0.37982,                 0.4137,                0.17025,                 2.1282,                 1.4127,                0.98801,             0.00061079,             0.00061079,             0.00061079
                     34,                 2.2144,                 1.4924,                  1.007,                0.88753,                0.37193,                0.40158,                0.14838,                 2.3396,                 1.4069,                 1.0234,             0.00057778,             0.00057778,             0.00057778
                     35,                 2.2989,                 1.4355,                 1.0133,                0.89344,                 0.3762,                0.40451,                0.15374,                 2.2981,                 1.3962,                 1.0178,             0.00054478,             0.00054478,             0.00054478
                     36,                 2.2296,                 1.5759,                 1.0208,                0.89695,                0.38047,                0.41978,                0.18011,                 2.0068,                 1.3575,                0.97755,             0.00051177,             0.00051177,             0.00051177
                     37,                 2.2512,                 1.4621,                0.98709,                 0.8987,                0.38014,                0.42008,                 0.1812,                 1.9936,                  1.367,                0.97702,             0.00047876,             0.00047876,             0.00047876
                     38,                 2.1708,                  1.415,                 1.0209,                0.89995,                0.38634,                 0.4146,                0.15889,                 2.2451,                 1.3852,                 1.0091,             0.00044576,             0.00044576,             0.00044576
                     39,                 2.2563,                  1.398,                0.98273,                0.89661,                0.38474,                0.40924,                0.15096,                 2.2869,                 1.3776,                 1.0131,             0.00041275,             0.00041275,             0.00041275
                     40,                 2.1992,                 1.3966,                 1.0144,                0.89911,                0.39274,                0.42659,                0.18099,                 2.0568,                 1.3031,                0.97663,             0.00037974,             0.00037974,             0.00037974
                     41,                 2.1389,                 1.7436,                 1.0078,                  0.905,                0.39354,                 0.4318,                0.18419,                 2.0276,                 1.2992,                0.97132,             0.00034674,             0.00034674,             0.00034674
                     42,                 2.1303,                 1.6122,                  1.053,                0.90178,                0.39488,                0.43109,                0.17872,                 2.1177,                 1.3342,                0.98757,             0.00031373,             0.00031373,             0.00031373
                     43,                 2.0473,                 1.4898,                 1.0078,                0.89191,                0.39488,                0.42181,                 0.1685,                 2.1714,                 1.3651,                 0.9986,             0.00028072,             0.00028072,             0.00028072
                     44,                 2.1018,                 1.5345,                 1.0412,                0.90371,                0.38741,                0.42843,                0.17719,                 2.0688,                 1.3877,                0.98153,             0.00024772,             0.00024772,             0.00024772
                     45,                 2.0631,                 1.5448,                0.98958,                0.90263,                0.38527,                0.43038,                0.18849,                 1.9752,                  1.377,                 0.9661,             0.00021471,             0.00021471,             0.00021471
                     46,                 2.0455,                 1.5099,                 1.0022,                0.89995,                0.38398,                0.43089,                0.18953,                 1.9177,                 1.3488,                0.95748,              0.0001817,              0.0001817,              0.0001817
                     47,                 1.9854,                 1.4385,                 1.0079,                0.89718,                0.38752,                0.43178,                0.18791,                 1.9124,                 1.3223,                0.95595,              0.0001487,              0.0001487,              0.0001487
                     48,                 2.0015,                  1.443,                0.98803,                0.89344,                0.40128,                 0.4412,                0.19742,                 1.8872,                 1.2722,                0.95087,             0.00011569,             0.00011569,             0.00011569
                     49,                 1.9779,                 1.3738,                 1.0207,                0.89995,                0.39676,                 0.4419,                0.20072,                 1.8966,                 1.2624,                0.95162,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                 1.9753,                 1.3756,                 1.0136,                0.90018,                0.39364,                0.44153,                0.19962,                 1.9201,                 1.2621,                0.95454,             4.9677e-05,             4.9677e-05,             4.9677e-05
